,Phenotype,Protocol,Animal,Session,Phase,Trial,Num,Cnum,Perc,Asym,coo,double_support,stance_speed,swing_length,coo_stance,coo_swing,duty_factor,stance_duration
1162,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,2,,,,,,,,,
1163,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,3,,,,,,,,,
1164,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,4,,,,,,,,,
1165,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,5,,,,,,,,,
1166,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,6,,,,,,,,,
1167,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,7,,,,,,,,,
1168,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,8,,,,,,,,,
1169,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,117,1,45,9,,,,,,,,,
1170,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,0,,,,,,,,,
1171,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,1,,,,,,,,,
1172,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,2,,,,,,,,,
1173,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,3,,,,,,,,,
1174,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,4,,,,,,,,,
1175,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,5,,,,,,,,,
1176,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,6,,,,,,,,,
1177,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,7,,,,,,,,,
1178,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,8,,,,,,,,,
1179,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,118,2,46,9,,,,,,,,,
1180,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,0,,,,,,,,,
1181,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,1,,,,,,,,,
1182,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,2,,,,,,,,,
1183,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,3,,,,,,,,,
1184,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,4,,,,,,,,,
1185,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,5,,,,,,,,,
1186,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,6,,,,,,,,,
1187,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,7,,,,,,,,,
1188,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,8,,,,,,,,,
1189,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,119,3,47,9,,,,,,,,,
1190,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,0,,,,,,,,,
1191,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,1,,,,,,,,,
1192,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,2,,,,,,,,,
1193,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,3,,,,,,,,,
1194,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,4,,,,,,,,,
1195,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,5,,,,,,,,,
1196,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,6,,,,,,,,,
1197,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,7,,,,,,,,,
1198,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,8,,,,,,,,,
1199,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,120,4,48,9,,,,,,,,,
1200,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,0,,,,,,,,,
1201,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,1,,,,,,,,,
1202,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,2,,,,,,,,,
1203,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,3,,,,,,,,,
1204,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,4,,,,,,,,,
1205,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,5,,,,,,,,,
1206,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,6,,,,,,,,,
1207,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,7,,,,,,,,,
1208,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,8,,,,,,,,,
1209,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,121,5,49,9,,,,,,,,,
1210,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,0,,,,,,,,,
1211,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,1,,,,,,,,,
1212,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,2,,,,,,,,,
1213,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,3,,,,,,,,,
1214,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,4,,,,,,,,,
1215,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,5,,,,,,,,,
1216,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,6,,,,,,,,,
1217,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,7,,,,,,,,,
1218,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,8,,,,,,,,,
1219,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,122,6,50,9,,,,,,,,,
1220,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,0,,,,,,,,,
1221,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,1,,,,,,,,,
1222,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,2,,,,,,,,,
1223,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,3,,,,,,,,,
1224,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,4,,,,,,,,,
1225,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,5,,,,,,,,,
1226,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,6,,,,,,,,,
1227,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,7,,,,,,,,,
1228,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,8,,,,,,,,,
1229,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,123,7,51,9,,,,,,,,,
1230,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,124,8,52,0,,,,,,,,,
1231,NotAtaxic,NoSwitch,NoSwitchLeft02,S7,Washout,124,8,52,1,,,,,,,,,
